split,K,tau,theta
calibration,0.9987492491768958,10.153656835204055,2.1343727481395742
calibration,1.004121931795854,10.222532243544427,2.028095543705495
calibration,1.0075029412160232,10.809360810888988,1.769888439632236
calibration,0.9914617039070583,10.19179634014936,1.9025183297535535
calibration,0.9893748130635265,9.706372159623237,2.1022759519448053
calibration,0.9945826003561443,10.215060484032382,1.9162905423850685
calibration,0.9780430048095425,9.377317092293787,2.255496072028493
calibration,1.041220309883083,11.581484733964517,1.779843661520611
calibration,1.008629549580311,10.386000840036159,1.9408566408941383
calibration,0.9875588051464619,10.261900580730837,1.786746199007959
calibration,0.9944956687320514,10.082922881005024,1.9413522598402162
calibration,0.9829520825031584,9.765448932286038,1.9400470815724495
calibration,0.9844494295075841,9.999625596040044,2.0000000448718827
calibration,0.9822267455192143,9.496979449087139,2.3182867400040323
calibration,0.9814352410830238,9.734056134875205,1.9310376437134418
calibration,1.0009493112843497,10.50170930863832,1.7753955407003925
calibration,1.0120597529368809,10.926255300713661,1.6547631629573347
calibration,0.9938910706543704,10.020384429895634,2.173892861673359
calibration,0.988049667804768,9.964283124917708,2.0943935180335576
calibration,0.9765407143075108,9.412240205025212,2.1773129738086294
calibration,1.0098131808053765,10.537718010892467,1.9418412024459915
calibration,0.9869152369556303,9.969587714575402,2.179024620146609
calibration,1.0007294894647758,10.12596079264615,2.0255889719041846
calibration,1.0014416845777112,10.368795317613138,1.9190013670329955
calibration,1.0090049975112956,10.387968715320511,2.0000000532875344
calibration,0.9876761690925935,9.783074025778342,2.079604826764537
calibration,0.9819896212493405,9.558432925706514,2.01654742611985
calibration,1.0197745444492086,10.893225389352422,1.7765912762159723
calibration,0.9869165115645309,9.629319192643976,2.122912037587784
calibration,0.985966255198981,9.839730306207466,2.1714447552613927
calibration,0.9847868778809922,9.921499579839097,1.916094975182196
calibration,0.9934125433858393,9.899857386257017,2.081143748221215
calibration,0.9880163748423703,10.237539410249958,1.8965581875167528
calibration,1.0098363872532603,10.52309602835568,2.0676788074724164
calibration,0.9919132064969571,10.089126615876156,2.174915216966303
calibration,1.0014837855096803,10.838865890402763,1.8144926538892996
calibration,0.9971391903568646,10.289613093818366,1.7489707539697108
